No.;Time;Source;Destination;Protocol;Length;Info;;;;;;;;;Time 1
5199;207.424.038;13.69.116.104;192.168.100.17;TLSv1.2;630;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;207424038
5200;207.424.160;192.168.100.17;13.69.116.104;TCP;54;63222  >  443 [ACK] Seq=518 Ack=6225 Win=131072 Len=0;;;;;;;;;207424160
5201;207.429.140;192.168.100.17;13.69.116.104;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;207429140
5202;207.816.059;13.69.116.104;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;207816059
5203;207.816.699;192.168.100.17;13.69.116.104;TLSv1.2;1280;Application Data;;;;;;;;;207816699
5204;207.816.861;192.168.100.17;13.69.116.104;TCP;1466;63222  >  443 [ACK] Seq=1902 Ack=6276 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207816861
5205;207.816.861;192.168.100.17;13.69.116.104;TCP;1466;63222  >  443 [ACK] Seq=3314 Ack=6276 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207816861
5206;207.816.861;192.168.100.17;13.69.116.104;TCP;1466;63222  >  443 [ACK] Seq=4726 Ack=6276 Win=131072 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;207816861
5207;207.816.861;192.168.100.17;13.69.116.104;TLSv1.2;246;Application Data;;;;;;;;;207816861
5208;208.131.004;13.69.116.104;192.168.100.17;TCP;56;443  >  63222 [ACK] Seq=6276 Ack=3314 Win=525056 Len=0;;;;;;;;;208131004
5209;208.131.093;13.69.116.104;192.168.100.17;TCP;56;443  >  63222 [ACK] Seq=6276 Ack=6330 Win=525056 Len=0;;;;;;;;;208131093
5210;208.251.040;13.69.116.104;192.168.100.17;TLSv1.2;499;Application Data;;;;;;;;;208251040
5211;208.305.252;192.168.100.17;13.69.116.104;TCP;54;63222  >  443 [ACK] Seq=6330 Ack=6721 Win=130816 Len=0;;;;;;;;;208305252
5212;209.128.202;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;209128202
5213;209.389.038;192.168.100.17;52.163.231.110;TCP;112;[TCP Retransmission] 63081  >  443 [PSH, ACK] Seq=291 Ack=236 Win=255 Len=58;;;;;;;;;209389038
5214;209.389.264;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;209389264
5215;209.389.264;13.67.74.235;192.168.100.17;TLSv1.2;352;Application Data;;;;;;;;;209389264
5216;209.391.116;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;209391116
5217;209.395.912;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;209395912
5218;209.436.674;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=349 Ack=283 Win=255 Len=0;;;;;;;;;209436674
5219;209.451.325;52.163.231.110;192.168.100.17;TCP;66;[TCP Dup ACK 5214#1] 443  >  63081 [ACK] Seq=283 Ack=349 Win=2047 Len=0 SLE=291 SRE=349;;;;;;;;;209451325
5220;209.452.087;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=2077 Ack=1243 Win=2051 Len=0;;;;;;;;;209452087
5221;210.111.726;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;210111726
5222;210.127.722;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=281 Ack=345 Win=272 Len=0;;;;;;;;;210127722
5223;210.202.738;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;210202738
5224;210.245.500;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=345 Ack=321 Win=254 Len=0;;;;;;;;;210245500
5225;211.498.939;192.168.100.17;35.186.224.25;TLSv1.2;136;Application Data;;;;;;;;;211498939
5226;211.499.119;192.168.100.17;35.186.224.25;TLSv1.2;93;Application Data;;;;;;;;;211499119
5227;211.499.189;192.168.100.17;35.186.224.25;TCP;1466;55359  >  443 [ACK] Seq=809 Ack=126 Win=512 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;211499189
5228;211.499.189;192.168.100.17;35.186.224.25;TCP;1466;55359  >  443 [ACK] Seq=2221 Ack=126 Win=512 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;211499189
5229;211.499.189;192.168.100.17;35.186.224.25;TCP;1466;55359  >  443 [ACK] Seq=3633 Ack=126 Win=512 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;211499189
5230;211.499.189;192.168.100.17;35.186.224.25;TLSv1.2;999;Application Data;;;;;;;;;211499189
5231;211.539.564;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=126 Ack=770 Win=1048 Len=0;;;;;;;;;211539564
5232;211.539.564;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=126 Ack=809 Win=1048 Len=0;;;;;;;;;211539564
5233;211.540.360;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=126 Ack=2221 Win=1050 Len=0;;;;;;;;;211540360
5234;211.540.360;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=126 Ack=3633 Win=1047 Len=0;;;;;;;;;211540360
5235;211.540.360;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=126 Ack=5045 Win=1043 Len=0;;;;;;;;;211540360
5236;211.540.360;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=126 Ack=5990 Win=1041 Len=0;;;;;;;;;211540360
5237;211.540.830;35.186.224.25;192.168.100.17;TLSv1.2;93;Application Data;;;;;;;;;211540830
5238;211.583.116;192.168.100.17;35.186.224.25;TCP;54;55359  >  443 [ACK] Seq=5990 Ack=165 Win=512 Len=0;;;;;;;;;211583116
5239;211.818.642;35.186.224.25;192.168.100.17;TLSv1.2;140;Application Data;;;;;;;;;211818642
5240;211.821.134;192.168.100.17;35.186.224.25;TLSv1.2;93;Application Data;;;;;;;;;211821134
5241;211.858.981;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=251 Ack=6029 Win=1050 Len=0;;;;;;;;;211858981
5242;212.917.364;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;212917364
5243;212.930.939;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=3907 Ack=431 Win=65535 Len=0;;;;;;;;;212930939
5244;213.156.014;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;213156014
5245;213.210.624;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=431 Ack=3945 Win=64631 Len=0;;;;;;;;;213210624
5246;214.917.276;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;214917276
5247;214.932.588;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=1023 Ack=302 Win=272 Len=0;;;;;;;;;214932588
5248;214.991.678;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;214991678
5249;215.047.929;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=302 Ack=1063 Win=512 Len=0;;;;;;;;;215047929
5250;218.912.347;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;218912347
5251;218.928.511;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=161 Ack=307 Win=76 Len=0;;;;;;;;;218928511
5252;219.191.057;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;219191057
5253;219.239.053;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=307 Ack=193 Win=510 Len=0;;;;;;;;;219239053
5254;219.548.485;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;219548485
5255;219.569.228;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=218 Ack=281 Win=266 Len=0;;;;;;;;;219569228
5256;219.624.842;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;219624842
5257;219.672.357;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=281 Ack=249 Win=509 Len=0;;;;;;;;;219672357
5258;220.069.931;192.168.100.17;185.184.8.65;TCP;55;[TCP Keep-Alive] 63120  >  443 [ACK] Seq=1 Ack=1 Win=63718 Len=1;;;;;;;;;220069931
5259;220.327.632;185.184.8.65;192.168.100.17;TCP;56;[TCP Keep-Alive ACK] 443  >  63120 [ACK] Seq=1 Ack=2 Win=63784 Len=0;;;;;;;;;220327632
5260;221.034.137;74.125.200.103;192.168.100.17;TLSv1.2;127;Application Data;;;;;;;;;221034137
5261;221.034.582;192.168.100.17;74.125.200.103;TCP;54;63199  >  443 [FIN, ACK] Seq=2 Ack=74 Win=64879 Len=0;;;;;;;;;221034582
5262;221.059.911;74.125.200.103;192.168.100.17;TCP;54;443  >  63199 [FIN, ACK] Seq=74 Ack=3 Win=65535 Len=0;;;;;;;;;221059911
5263;221.060.019;192.168.100.17;74.125.200.103;TCP;54;63199  >  443 [ACK] Seq=3 Ack=75 Win=64879 Len=0;;;;;;;;;221060019
5264;223.033.577;192.168.100.17;52.113.194.132;TCP;55;[TCP Keep-Alive] 63218  >  443 [ACK] Seq=2125 Ack=7192 Win=130048 Len=1;;;;;;;;;223033577
5265;223.063.004;52.113.194.132;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63218 [ACK] Seq=7192 Ack=2126 Win=524800 Len=0 SLE=2125 SRE=2126;;;;;;;;;223063004
5266;223.415.948;192.168.100.17;74.125.24.188;TCP;55;[TCP Keep-Alive] 55327  >  5228 [ACK] Seq=1 Ack=1 Win=64278 Len=1;;;;;;;;;223415948
5267;223.443.900;74.125.24.188;192.168.100.17;TCP;54;[TCP Keep-Alive ACK] 5228  >  55327 [ACK] Seq=1 Ack=2 Win=65535 Len=0;;;;;;;;;223443900
5295;225.489.473;192.168.100.17;104.199.240.237;SSL;65;Continuation Data;;;;;;;;;225489473
5296;225.567.016;104.199.240.237;192.168.100.17;SSL;65;Continuation Data;;;;;;;;;225567016
5297;225.614.173;192.168.100.17;104.199.240.237;TCP;54;63071  >  443 [ACK] Seq=23 Ack=45 Win=512 Len=0;;;;;;;;;225614173
5326;227.516.025;192.168.100.17;20.197.71.89;TLSv1.2;97;Application Data;;;;;;;;;227516025
5327;227.546.422;20.197.71.89;192.168.100.17;TLSv1.2;228;Application Data;;;;;;;;;227546422
5328;227.595.498;192.168.100.17;20.197.71.89;TCP;54;63072  >  443 [ACK] Seq=259 Ack=1045 Win=255 Len=0;;;;;;;;;227595498
5331;234.039.355;52.109.12.20;192.168.100.17;TCP;54;443  >  63216 [RST, ACK] Seq=6242 Ack=1008 Win=0 Len=0;;;;;;;;;234039355
5336;239.925.120;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;239925120
5337;239.953.344;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=3945 Ack=462 Win=65535 Len=0;;;;;;;;;239953344
5338;240.115.269;192.168.100.17;35.186.224.47;TLSv1.2;97;Application Data;;;;;;;;;240115269
5339;240.132.875;35.186.224.47;192.168.100.17;TCP;54;443  >  65379 [ACK] Seq=321 Ack=388 Win=272 Len=0;;;;;;;;;240132875
5340;240.138.358;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;240138358
5341;240.184.835;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=462 Ack=3983 Win=64593 Len=0;;;;;;;;;240184835
5342;240.200.735;35.186.224.47;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;240200735
5343;240.242.294;192.168.100.17;35.186.224.47;TCP;54;65379  >  443 [ACK] Seq=388 Ack=361 Win=254 Len=0;;;;;;;;;240242294
5344;241.525.283;192.168.100.17;35.186.224.25;TLSv1.2;132;Application Data;;;;;;;;;241525283
5345;241.525.462;192.168.100.17;35.186.224.25;TLSv1.2;93;Application Data;;;;;;;;;241525462
5346;241.525.518;192.168.100.17;35.186.224.25;TCP;1466;55359  >  443 [ACK] Seq=6146 Ack=251 Win=511 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;241525518
5347;241.525.518;192.168.100.17;35.186.224.25;TLSv1.2;938;Application Data;;;;;;;;;241525518
5348;241.542.721;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=251 Ack=6107 Win=1050 Len=0;;;;;;;;;241542721
5349;241.543.357;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=251 Ack=6146 Win=1050 Len=0;;;;;;;;;241543357
5350;241.546.079;35.186.224.25;192.168.100.17;TLSv1.2;93;Application Data;;;;;;;;;241546079
5351;241.546.079;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=290 Ack=8442 Win=1050 Len=0;;;;;;;;;241546079
5352;241.601.247;192.168.100.17;35.186.224.25;TCP;54;55359  >  443 [ACK] Seq=8442 Ack=290 Win=511 Len=0;;;;;;;;;241601247
5353;241.690.223;35.186.224.25;192.168.100.17;TLSv1.2;140;Application Data;;;;;;;;;241690223
5354;241.692.163;192.168.100.17;35.186.224.25;TLSv1.2;93;Application Data;;;;;;;;;241692163
5355;241.715.007;35.186.224.25;192.168.100.17;TCP;56;443  >  55359 [ACK] Seq=376 Ack=8481 Win=1050 Len=0;;;;;;;;;241715007
5360;245.915.232;192.168.100.17;35.186.224.39;TLSv1.2;97;Application Data;;;;;;;;;245915232
5361;245.942.598;35.186.224.39;192.168.100.17;TCP;56;443  >  65458 [ACK] Seq=1063 Ack=345 Win=272 Len=0;;;;;;;;;245942598
5362;245.991.637;35.186.224.39;192.168.100.17;TLSv1.2;94;Application Data;;;;;;;;;245991637
5363;246.031.479;192.168.100.17;35.186.224.39;TCP;54;65458  >  443 [ACK] Seq=345 Ack=1103 Win=512 Len=0;;;;;;;;;246031479
5364;246.055.823;192.168.100.17;35.186.224.25;TCP;55;[TCP Keep-Alive] 55370  >  443 [ACK] Seq=349 Ack=1635 Win=509 Len=1;;;;;;;;;246055823
5365;246.087.586;35.186.224.25;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  55370 [ACK] Seq=1635 Ack=350 Win=597 Len=0 SLE=349 SRE=350;;;;;;;;;246087586
5366;246.432.435;192.168.100.17;35.186.224.13;TCP;55;[TCP Keep-Alive] 65460  >  443 [ACK] Seq=6049 Ack=3556 Win=512 Len=1;;;;;;;;;246432435
5367;246.463.596;35.186.224.13;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  65460 [ACK] Seq=3556 Ack=6050 Win=835 Len=0 SLE=6049 SRE=6050;;;;;;;;;246463596
5370;249.400.633;192.168.100.17;52.163.231.110;TLSv1.2;112;Application Data;;;;;;;;;249400633
5371;249.434.422;52.163.231.110;192.168.100.17;TLSv1.2;101;Application Data;;;;;;;;;249434422
5372;249.449.703;13.67.74.235;192.168.100.17;TLSv1.2;352;Application Data;;;;;;;;;249449703
5373;249.451.503;192.168.100.17;13.67.74.235;TLSv1.2;96;Application Data;;;;;;;;;249451503
5374;249.480.104;192.168.100.17;52.163.231.110;TCP;54;63081  >  443 [ACK] Seq=407 Ack=330 Win=255 Len=0;;;;;;;;;249480104
5375;249.490.102;192.168.100.17;13.67.74.235;TLSv1.2;219;Application Data;;;;;;;;;249490102
5376;249.517.017;13.67.74.235;192.168.100.17;TCP;54;443  >  63080 [ACK] Seq=2375 Ack=1450 Win=2051 Len=0;;;;;;;;;249517017
5377;250.522.891;192.168.100.17;35.186.224.47;TLSv1.2;89;Application Data;;;;;;;;;250522891
5378;250.543.854;35.186.224.47;192.168.100.17;TCP;56;443  >  65461 [ACK] Seq=249 Ack=316 Win=266 Len=0;;;;;;;;;250543854
5379;250.605.728;35.186.224.47;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;250605728
5380;250.650.306;192.168.100.17;35.186.224.47;TCP;54;65461  >  443 [ACK] Seq=316 Ack=280 Win=508 Len=0;;;;;;;;;250650306
5383;252.012.198;192.168.100.17;13.69.116.104;TCP;55;[TCP Keep-Alive] 63221  >  443 [ACK] Seq=675 Ack=6276 Win=131072 Len=1;;;;;;;;;252012198
5384;252.012.330;192.168.100.17;13.69.116.104;TCP;55;[TCP Keep-Alive] 63220  >  443 [ACK] Seq=1532 Ack=6829 Win=130560 Len=1;;;;;;;;;252012330
5385;252.218.834;192.168.100.17;157.240.208.60;TLSv1.2;85;Application Data;;;;;;;;;252218834
5386;252.226.315;13.69.116.104;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63221 [ACK] Seq=6276 Ack=676 Win=524544 Len=0 SLE=675 SRE=676;;;;;;;;;252226315
5387;252.226.315;13.69.116.104;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63220 [ACK] Seq=6829 Ack=1533 Win=525056 Len=0 SLE=1532 SRE=1533;;;;;;;;;252226315
5388;252.243.949;157.240.208.60;192.168.100.17;TCP;56;443  >  63179 [ACK] Seq=3983 Ack=493 Win=65535 Len=0;;;;;;;;;252243949
5389;252.472.886;157.240.208.60;192.168.100.17;TLSv1.2;92;Application Data;;;;;;;;;252472886
5390;252.525.043;192.168.100.17;157.240.208.60;TCP;54;63179  >  443 [ACK] Seq=493 Ack=4021 Win=64555 Len=0;;;;;;;;;252525043
5391;253.252.719;192.168.100.17;13.69.116.104;TCP;55;[TCP Keep-Alive] 63222  >  443 [ACK] Seq=6329 Ack=6721 Win=130816 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)];;;;;;;;;253252719
5392;253.599.540;13.69.116.104;192.168.100.17;TCP;66;[TCP Keep-Alive ACK] 443  >  63222 [ACK] Seq=6721 Ack=6330 Win=525056 Len=0 SLE=6329 SRE=6330;;;;;;;;;253599540
5398;259.697.717;192.168.100.17;52.109.124.33;TCP;66;63223  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;259697717
5400;259.704.976;192.168.100.17;23.11.143.86;TCP;66;63224  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1;;;;;;;;;259704976
5401;259.722.253;23.11.143.86;192.168.100.17;TCP;58;443  >  63224 [SYN, ACK] Seq=0 Ack=1 Win=4380 Len=0 MSS=1412;;;;;;;;;259722253
5402;259.722.398;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0;;;;;;;;;259722398
5403;259.723.464;192.168.100.17;23.11.143.86;TLSv1.2;237;Client Hello;;;;;;;;;259723464
5404;259.730.493;52.109.124.33;192.168.100.17;TCP;66;443  >  63223 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1412 WS=256 SACK_PERM=1;;;;;;;;;259730493
5405;259.730.644;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=1 Ack=1 Win=262144 Len=0;;;;;;;;;259730644
5406;259.732.093;192.168.100.17;52.109.124.33;TLSv1.2;341;Client Hello;;;;;;;;;259732093
5407;259.765.661;52.109.124.33;192.168.100.17;TCP;1466;443  >  63223 [ACK] Seq=1 Ack=288 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;259765661
5408;259.765.777;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=288 Ack=1413 Win=262144 Len=0;;;;;;;;;259765777
5409;259.769.707;52.109.124.33;192.168.100.17;TCP;1466;443  >  63223 [ACK] Seq=1413 Ack=288 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;259769707
5410;259.769.707;52.109.124.33;192.168.100.17;TCP;1466;443  >  63223 [ACK] Seq=2825 Ack=288 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;259769707
5411;259.769.707;52.109.124.33;192.168.100.17;TCP;1466;443  >  63223 [ACK] Seq=4237 Ack=288 Win=524800 Len=1412 [TCP segment of a reassembled PDU];;;;;;;;;259769707
5412;259.769.707;52.109.124.33;192.168.100.17;TLSv1.2;140;Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done;;;;;;;;;259769707
5413;259.769.707;23.11.143.86;192.168.100.17;TCP;58;[TCP Window Update] 443  >  63224 [ACK] Seq=1 Ack=1 Win=64240 Len=0;;;;;;;;;259769707
5414;259.769.865;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=288 Ack=5735 Win=262144 Len=0;;;;;;;;;259769865
5415;259.781.516;192.168.100.17;52.109.124.33;TLSv1.2;212;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;259781516
5416;259.799.401;23.11.143.86;192.168.100.17;TCP;56;443  >  63224 [ACK] Seq=1 Ack=184 Win=64057 Len=0;;;;;;;;;259799401
5417;259.822.927;23.11.143.86;192.168.100.17;TLSv1.2;1334;Server Hello;;;;;;;;;259822927
5418;259.822.927;23.11.143.86;192.168.100.17;TCP;1334;443  >  63224 [PSH, ACK] Seq=1281 Ack=184 Win=64057 Len=1280 [TCP segment of a reassembled PDU];;;;;;;;;259822927
5419;259.822.927;23.11.143.86;192.168.100.17;TLSv1.2;310;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;259822927
5420;259.822.927;23.11.143.86;192.168.100.17;TCP;1334;[TCP Out-Of-Order] 443  >  63224 [ACK] Seq=2561 Ack=184 Win=64057 Len=1280;;;;;;;;;259822927
5421;259.823.056;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [ACK] Seq=184 Ack=2561 Win=64952 Len=0;;;;;;;;;259823056
5422;259.823.168;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [ACK] Seq=184 Ack=4097 Win=64952 Len=0;;;;;;;;;259823168
5423;259.825.888;52.109.124.33;192.168.100.17;TLSv1.2;105;Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;259825888
5424;259.825.995;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=446 Ack=5786 Win=261888 Len=0;;;;;;;;;259825995
5425;259.869.158;192.168.100.17;52.109.124.33;TLSv1.2;363;Application Data;;;;;;;;;259869158
5426;259.874.893;23.11.143.86;192.168.100.17;TLSv1.2;576;[TCP Previous segment not captured] , Ignored Unknown Record;;;;;;;;;259874893
5427;259.874.961;192.168.100.17;23.11.143.86;TCP;54;[TCP Dup ACK 5422#1] 63224  >  443 [ACK] Seq=184 Ack=4097 Win=64952 Len=0;;;;;;;;;259874961
5428;259.876.792;23.11.143.86;192.168.100.17;TCP;1334;[TCP Out-Of-Order] 443  >  63224 [ACK] Seq=4097 Ack=184 Win=64057 Len=1280;;;;;;;;;259876792
5429;259.876.832;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [ACK] Seq=184 Ack=5899 Win=64952 Len=0;;;;;;;;;259876832
5430;259.878.939;192.168.100.17;23.11.143.86;TLSv1.2;180;Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;259878939
5431;259.903.262;52.109.124.33;192.168.100.17;TLSv1.2;520;Application Data;;;;;;;;;259903262
5432;259.903.369;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=755 Ack=6252 Win=261376 Len=0;;;;;;;;;259903369
5433;259.907.405;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;259907405
5434;259.907.465;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=755 Ack=6283 Win=261376 Len=0;;;;;;;;;259907465
5435;259.910.982;192.168.100.17;52.109.124.33;TLSv1.2;89;Application Data;;;;;;;;;259910982
5436;259.922.118;23.11.143.86;192.168.100.17;TCP;56;443  >  63224 [ACK] Seq=5899 Ack=310 Win=64057 Len=0;;;;;;;;;259922118
5437;259.922.694;23.11.143.86;192.168.100.17;TLSv1.2;312;New Session Ticket, Change Cipher Spec, Encrypted Handshake Message;;;;;;;;;259922694
5438;259.925.439;192.168.100.17;23.11.143.86;TLSv1.2;495;Application Data;;;;;;;;;259925439
5439;259.950.066;52.109.124.33;192.168.100.17;TLSv1.2;85;Application Data;;;;;;;;;259950066
5440;259.950.168;192.168.100.17;52.109.124.33;TCP;54;63223  >  443 [ACK] Seq=790 Ack=6314 Win=261376 Len=0;;;;;;;;;259950168
5441;259.971.511;23.11.143.86;192.168.100.17;TCP;56;443  >  63224 [ACK] Seq=6157 Ack=751 Win=64057 Len=0;;;;;;;;;259971511
5442;260.165.349;192.168.100.17;162.159.133.234;TLSv1.2;105;Application Data;;;;;;;;;260165349
5443;260.174.949;23.11.143.86;192.168.100.17;TLSv1.2;719;Application Data;;;;;;;;;260174949
5444;260.188.118;162.159.133.234;192.168.100.17;TCP;56;443  >  63063 [ACK] Seq=193 Ack=358 Win=76 Len=0;;;;;;;;;260188118
5445;260.218.190;192.168.100.17;23.11.143.86;TLSv1.2;233;Application Data;;;;;;;;;260218190
5446;260.303.710;23.11.143.86;192.168.100.17;TCP;56;443  >  63224 [ACK] Seq=6822 Ack=930 Win=64057 Len=0;;;;;;;;;260303710
5447;260.305.774;23.11.143.86;192.168.100.17;TLSv1.2;628;Application Data;;;;;;;;;260305774
5448;260.314.034;192.168.100.17;23.11.143.86;TLSv1.2;256;Application Data;;;;;;;;;260314034
5449;260.382.813;23.11.143.86;192.168.100.17;TCP;56;443  >  63224 [ACK] Seq=7396 Ack=1132 Win=64057 Len=0;;;;;;;;;260382813
5450;260.395.103;23.11.143.86;192.168.100.17;TLSv1.2;738;Application Data;;;;;;;;;260395103
5451;260.442.643;192.168.100.17;23.11.143.86;TCP;54;63224  >  443 [ACK] Seq=1132 Ack=8080 Win=64268 Len=0;;;;;;;;;260442643
5452;260.442.686;162.159.133.234;192.168.100.17;TLSv1.2;86;Application Data;;;;;;;;;260442686
5453;260.495.219;192.168.100.17;162.159.133.234;TCP;54;63063  >  443 [ACK] Seq=358 Ack=225 Win=510 Len=0;;;;;;;;;260495219
5454;265.340.371;192.168.100.17;185.184.8.65;TCP;55;[TCP Keep-Alive] 63120  >  443 [ACK] Seq=1 Ack=1 Win=63718 Len=1;;;;;;;;;265340371
5455;265.582.268;185.184.8.65;192.168.100.17;TCP;56;[TCP Keep-Alive ACK] 443  >  63120 [ACK] Seq=1 Ack=2 Win=63784 Len=0;;;;;;;;;265582268
